gene_symbol	kegg_pathway_id	kegg_pathway_name	reactome_pathway_id	reactome_pathway_name	tox_evidence	tox_organs	species
A2M	path:hsa04610	path:hsa04610			moderate	liver	human
A2M	path:rno04610	path:rno04610			moderate	liver	rat
A2M			R-SSC-49291	"<span class=""highlighting"" >A2M</span>"	moderate	liver	human
A2M			R-SSC-158255	"<span class=""highlighting"" >A2M</span> tetramer"	moderate	liver	human
A2M			R-RNO-49291	"<span class=""highlighting"" >A2m</span>"	moderate	liver	human
A2M			A8K2U0	A2ML1	moderate	liver	human
A2M			R-HSA-264758	BMP1-3:Zn2+ cleaves pro-APOA1 to APOA1	moderate	liver	human
A2M			R-DRE-49291-4	"Homologues of <span class=""highlighting"" >A2M</span>"	moderate	liver	human
A2M			R-HSA-1454781	MMP1,3,13 (2, 7-12, 19) binding by Alpha-2 macroglubulin	moderate	liver	human
ACOX1	path:hsa00071	path:hsa00071			moderate	liver	human
ACOX1	path:hsa00410	path:hsa00410			moderate	liver	human
ACOX1	path:hsa00592	path:hsa00592			moderate	liver	human
ACOX1	path:hsa00640	path:hsa00640			moderate	liver	human
ACOX1	path:hsa01040	path:hsa01040			moderate	liver	human
ACOX1	path:hsa01100	path:hsa01100			moderate	liver	human
ACOX1	path:hsa01200	path:hsa01200			moderate	liver	human
ACOX1	path:hsa01212	path:hsa01212			moderate	liver	human
ACOX1	path:hsa03320	path:hsa03320			moderate	liver	human
ACOX1	path:hsa04024	path:hsa04024			moderate	liver	human
ACOX1	path:hsa04146	path:hsa04146			moderate	liver	human
ACOX1	path:hsa04936	path:hsa04936			moderate	liver	human
ACOX1	path:rno00071	path:rno00071			moderate	liver	rat
ACOX1	path:rno00410	path:rno00410			moderate	liver	rat
ACOX1	path:rno00592	path:rno00592			moderate	liver	rat
ACOX1	path:rno00640	path:rno00640			moderate	liver	rat
ACOX1	path:rno01040	path:rno01040			moderate	liver	rat
ACOX1	path:rno01100	path:rno01100			moderate	liver	rat
ACOX1	path:rno01200	path:rno01200			moderate	liver	rat
ACOX1	path:rno01212	path:rno01212			moderate	liver	rat
ACOX1	path:rno03320	path:rno03320			moderate	liver	rat
ACOX1	path:rno04024	path:rno04024			moderate	liver	rat
ACOX1	path:rno04146	path:rno04146			moderate	liver	rat
ACOX1	path:rno04936	path:rno04936			moderate	liver	rat
ACOX1			R-HSA-1989781	PPARA activates gene expression	moderate	liver	human
AHR	path:hsa04659	path:hsa04659			consensus	kidney | liver	human
AHR	path:hsa04934	path:hsa04934			consensus	kidney | liver	human
AHR	path:hsa05207	path:hsa05207			consensus	kidney | liver	human
AHR	path:hsa05208	path:hsa05208			consensus	kidney | liver	human
AHR	path:rno04659	path:rno04659			consensus	kidney | liver	rat
AHR	path:rno04934	path:rno04934			consensus	kidney | liver	rat
AHR	path:rno05207	path:rno05207			consensus	kidney | liver	rat
AHR	path:rno05208	path:rno05208			consensus	kidney | liver	rat
AHR			R-HSA-8937144	Aryl hydrocarbon receptor signalling	consensus	kidney | liver	human
AKT1	path:hsa01521	path:hsa01521			consensus	breast | heart | liver	human
AKT1	path:hsa01522	path:hsa01522			consensus	breast | heart | liver	human
AKT1	path:hsa01524	path:hsa01524			consensus	breast | heart | liver	human
AKT1	path:hsa04010	path:hsa04010			consensus	breast | heart | liver	human
AKT1	path:hsa04012	path:hsa04012			consensus	breast | heart | liver	human
AKT1	path:hsa04014	path:hsa04014			consensus	breast | heart | liver	human
AKT1	path:hsa04015	path:hsa04015			consensus	breast | heart | liver	human
AKT1	path:hsa04022	path:hsa04022			consensus	breast | heart | liver	human
AKT1	path:hsa04024	path:hsa04024			consensus	breast | heart | liver	human
AKT1	path:hsa04062	path:hsa04062			consensus	breast | heart | liver	human
AKT1	path:hsa04066	path:hsa04066			consensus	breast | heart | liver	human
AKT1	path:hsa04068	path:hsa04068			consensus	breast | heart | liver	human
AKT1	path:hsa04071	path:hsa04071			consensus	breast | heart | liver	human
AKT1	path:hsa04072	path:hsa04072			consensus	breast | heart | liver	human
AKT1	path:hsa04140	path:hsa04140			consensus	breast | heart | liver	human
AKT1	path:hsa04150	path:hsa04150			consensus	breast | heart | liver	human
AKT1	path:hsa04151	path:hsa04151			consensus	breast | heart | liver	human
AKT1	path:hsa04152	path:hsa04152			consensus	breast | heart | liver	human
AKT1	path:hsa04210	path:hsa04210			consensus	breast | heart | liver	human
AKT1	path:hsa04211	path:hsa04211			consensus	breast | heart | liver	human
AKT1	path:hsa04213	path:hsa04213			consensus	breast | heart | liver	human
AKT1	path:hsa04218	path:hsa04218			consensus	breast | heart | liver	human
AKT1	path:hsa04261	path:hsa04261			consensus	breast | heart | liver	human
AKT1	path:hsa04370	path:hsa04370			consensus	breast | heart | liver	human
AKT1	path:hsa04371	path:hsa04371			consensus	breast | heart | liver	human
AKT1	path:hsa04380	path:hsa04380			consensus	breast | heart | liver	human
AKT1	path:hsa04510	path:hsa04510			consensus	breast | heart | liver	human
AKT1	path:hsa04517	path:hsa04517			consensus	breast | heart | liver	human
AKT1	path:hsa04518	path:hsa04518			consensus	breast | heart | liver	human
AKT1	path:hsa04550	path:hsa04550			consensus	breast | heart | liver	human
AKT1	path:hsa04611	path:hsa04611			consensus	breast | heart | liver	human
AKT1	path:hsa04613	path:hsa04613			consensus	breast | heart | liver	human
AKT1	path:hsa04620	path:hsa04620			consensus	breast | heart | liver	human
AKT1	path:hsa04625	path:hsa04625			consensus	breast | heart | liver	human
AKT1	path:hsa04630	path:hsa04630			consensus	breast | heart | liver	human
AKT1	path:hsa04660	path:hsa04660			consensus	breast | heart | liver	human
AKT1	path:hsa04662	path:hsa04662			consensus	breast | heart | liver	human
AKT1	path:hsa04664	path:hsa04664			consensus	breast | heart | liver	human
AKT1	path:hsa04666	path:hsa04666			consensus	breast | heart | liver	human
AKT1	path:hsa04668	path:hsa04668			consensus	breast | heart | liver	human
AKT1	path:hsa04722	path:hsa04722			consensus	breast | heart | liver	human
AKT1	path:hsa04725	path:hsa04725			consensus	breast | heart | liver	human
AKT1	path:hsa04728	path:hsa04728			consensus	breast | heart | liver	human
AKT1	path:hsa04810	path:hsa04810			consensus	breast | heart | liver	human
AKT1	path:hsa04910	path:hsa04910			consensus	breast | heart | liver	human
AKT1	path:hsa04914	path:hsa04914			consensus	breast | heart | liver	human
AKT1	path:hsa04915	path:hsa04915			consensus	breast | heart | liver	human
AKT1	path:hsa04917	path:hsa04917			consensus	breast | heart | liver	human
AKT1	path:hsa04919	path:hsa04919			consensus	breast | heart | liver	human
AKT1	path:hsa04920	path:hsa04920			consensus	breast | heart | liver	human
AKT1	path:hsa04922	path:hsa04922			consensus	breast | heart | liver	human
AKT1	path:hsa04923	path:hsa04923			consensus	breast | heart | liver	human
AKT1	path:hsa04926	path:hsa04926			consensus	breast | heart | liver	human
AKT1	path:hsa04929	path:hsa04929			consensus	breast | heart | liver	human
AKT1	path:hsa04931	path:hsa04931			consensus	breast | heart | liver	human
AKT1	path:hsa04932	path:hsa04932			consensus	breast | heart | liver	human
AKT1	path:hsa04933	path:hsa04933			consensus	breast | heart | liver	human
AKT1	path:hsa04935	path:hsa04935			consensus	breast | heart | liver	human
AKT1	path:hsa04936	path:hsa04936			consensus	breast | heart | liver	human
AKT1	path:hsa04973	path:hsa04973			consensus	breast | heart | liver	human
AKT1	path:hsa05010	path:hsa05010			consensus	breast | heart | liver	human
AKT1	path:hsa05017	path:hsa05017			consensus	breast | heart | liver	human
AKT1	path:hsa05131	path:hsa05131			consensus	breast | heart | liver	human
AKT1	path:hsa05132	path:hsa05132			consensus	breast | heart | liver	human
AKT1	path:hsa05135	path:hsa05135			consensus	breast | heart | liver	human
AKT1	path:hsa05142	path:hsa05142			consensus	breast | heart | liver	human
AKT1	path:hsa05145	path:hsa05145			consensus	breast | heart | liver	human
AKT1	path:hsa05152	path:hsa05152			consensus	breast | heart | liver	human
AKT1	path:hsa05160	path:hsa05160			consensus	breast | heart | liver	human
AKT1	path:hsa05161	path:hsa05161			consensus	breast | heart | liver	human
AKT1	path:hsa05162	path:hsa05162			consensus	breast | heart | liver	human
AKT1	path:hsa05163	path:hsa05163			consensus	breast | heart | liver	human
AKT1	path:hsa05164	path:hsa05164			consensus	breast | heart | liver	human
AKT1	path:hsa05165	path:hsa05165			consensus	breast | heart | liver	human
AKT1	path:hsa05166	path:hsa05166			consensus	breast | heart | liver	human
AKT1	path:hsa05167	path:hsa05167			consensus	breast | heart | liver	human
AKT1	path:hsa05168	path:hsa05168			consensus	breast | heart | liver	human
AKT1	path:hsa05169	path:hsa05169			consensus	breast | heart | liver	human
AKT1	path:hsa05170	path:hsa05170			consensus	breast | heart | liver	human
AKT1	path:hsa05200	path:hsa05200			consensus	breast | heart | liver	human
AKT1	path:hsa05205	path:hsa05205			consensus	breast | heart | liver	human
AKT1	path:hsa05207	path:hsa05207			consensus	breast | heart | liver	human
AKT1	path:hsa05208	path:hsa05208			consensus	breast | heart | liver	human
AKT1	path:hsa05210	path:hsa05210			consensus	breast | heart | liver	human
AKT1	path:hsa05211	path:hsa05211			consensus	breast | heart | liver	human
AKT1	path:hsa05212	path:hsa05212			consensus	breast | heart | liver	human
AKT1	path:hsa05213	path:hsa05213			consensus	breast | heart | liver	human
AKT1	path:hsa05214	path:hsa05214			consensus	breast | heart | liver	human
AKT1	path:hsa05215	path:hsa05215			consensus	breast | heart | liver	human
AKT1	path:hsa05218	path:hsa05218			consensus	breast | heart | liver	human
AKT1	path:hsa05220	path:hsa05220			consensus	breast | heart | liver	human
AKT1	path:hsa05221	path:hsa05221			consensus	breast | heart | liver	human
AKT1	path:hsa05222	path:hsa05222			consensus	breast | heart | liver	human
AKT1	path:hsa05223	path:hsa05223			consensus	breast | heart | liver	human
AKT1	path:hsa05224	path:hsa05224			consensus	breast | heart | liver	human
AKT1	path:hsa05225	path:hsa05225			consensus	breast | heart | liver	human
AKT1	path:hsa05226	path:hsa05226			consensus	breast | heart | liver	human
AKT1	path:hsa05230	path:hsa05230			consensus	breast | heart | liver	human
AKT1	path:hsa05231	path:hsa05231			consensus	breast | heart | liver	human
AKT1	path:hsa05235	path:hsa05235			consensus	breast | heart | liver	human
AKT1	path:hsa05415	path:hsa05415			consensus	breast | heart | liver	human
AKT1	path:hsa05417	path:hsa05417			consensus	breast | heart | liver	human
AKT1	path:hsa05418	path:hsa05418			consensus	breast | heart | liver	human
AKT1	path:rno01521	path:rno01521			consensus	breast | heart | liver	rat
AKT1	path:rno01522	path:rno01522			consensus	breast | heart | liver	rat
AKT1	path:rno01524	path:rno01524			consensus	breast | heart | liver	rat
AKT1	path:rno04010	path:rno04010			consensus	breast | heart | liver	rat
AKT1	path:rno04012	path:rno04012			consensus	breast | heart | liver	rat
AKT1	path:rno04014	path:rno04014			consensus	breast | heart | liver	rat
AKT1	path:rno04015	path:rno04015			consensus	breast | heart | liver	rat
AKT1	path:rno04022	path:rno04022			consensus	breast | heart | liver	rat
AKT1	path:rno04024	path:rno04024			consensus	breast | heart | liver	rat
AKT1	path:rno04062	path:rno04062			consensus	breast | heart | liver	rat
AKT1	path:rno04066	path:rno04066			consensus	breast | heart | liver	rat
AKT1	path:rno04068	path:rno04068			consensus	breast | heart | liver	rat
AKT1	path:rno04071	path:rno04071			consensus	breast | heart | liver	rat
AKT1	path:rno04072	path:rno04072			consensus	breast | heart | liver	rat
AKT1	path:rno04140	path:rno04140			consensus	breast | heart | liver	rat
AKT1	path:rno04150	path:rno04150			consensus	breast | heart | liver	rat
AKT1	path:rno04151	path:rno04151			consensus	breast | heart | liver	rat
AKT1	path:rno04152	path:rno04152			consensus	breast | heart | liver	rat
AKT1	path:rno04210	path:rno04210			consensus	breast | heart | liver	rat
AKT1	path:rno04211	path:rno04211			consensus	breast | heart | liver	rat
AKT1	path:rno04213	path:rno04213			consensus	breast | heart | liver	rat
AKT1	path:rno04218	path:rno04218			consensus	breast | heart | liver	rat
AKT1	path:rno04261	path:rno04261			consensus	breast | heart | liver	rat
AKT1	path:rno04370	path:rno04370			consensus	breast | heart | liver	rat
AKT1	path:rno04371	path:rno04371			consensus	breast | heart | liver	rat
AKT1	path:rno04380	path:rno04380			consensus	breast | heart | liver	rat
AKT1	path:rno04510	path:rno04510			consensus	breast | heart | liver	rat
AKT1	path:rno04517	path:rno04517			consensus	breast | heart | liver	rat
AKT1	path:rno04518	path:rno04518			consensus	breast | heart | liver	rat
AKT1	path:rno04550	path:rno04550			consensus	breast | heart | liver	rat
AKT1	path:rno04611	path:rno04611			consensus	breast | heart | liver	rat
AKT1	path:rno04613	path:rno04613			consensus	breast | heart | liver	rat
AKT1	path:rno04620	path:rno04620			consensus	breast | heart | liver	rat
AKT1	path:rno04625	path:rno04625			consensus	breast | heart | liver	rat
AKT1	path:rno04630	path:rno04630			consensus	breast | heart | liver	rat
AKT1	path:rno04660	path:rno04660			consensus	breast | heart | liver	rat
AKT1	path:rno04662	path:rno04662			consensus	breast | heart | liver	rat
AKT1	path:rno04664	path:rno04664			consensus	breast | heart | liver	rat
AKT1	path:rno04666	path:rno04666			consensus	breast | heart | liver	rat
AKT1	path:rno04668	path:rno04668			consensus	breast | heart | liver	rat
AKT1	path:rno04722	path:rno04722			consensus	breast | heart | liver	rat
AKT1	path:rno04725	path:rno04725			consensus	breast | heart | liver	rat
AKT1	path:rno04728	path:rno04728			consensus	breast | heart | liver	rat
AKT1	path:rno04810	path:rno04810			consensus	breast | heart | liver	rat
AKT1	path:rno04910	path:rno04910			consensus	breast | heart | liver	rat
AKT1	path:rno04914	path:rno04914			consensus	breast | heart | liver	rat
AKT1	path:rno04915	path:rno04915			consensus	breast | heart | liver	rat
AKT1	path:rno04917	path:rno04917			consensus	breast | heart | liver	rat
AKT1	path:rno04919	path:rno04919			consensus	breast | heart | liver	rat
AKT1	path:rno04920	path:rno04920			consensus	breast | heart | liver	rat
AKT1	path:rno04922	path:rno04922			consensus	breast | heart | liver	rat
AKT1	path:rno04923	path:rno04923			consensus	breast | heart | liver	rat
AKT1	path:rno04926	path:rno04926			consensus	breast | heart | liver	rat
AKT1	path:rno04929	path:rno04929			consensus	breast | heart | liver	rat
AKT1	path:rno04931	path:rno04931			consensus	breast | heart | liver	rat
AKT1	path:rno04932	path:rno04932			consensus	breast | heart | liver	rat
AKT1	path:rno04933	path:rno04933			consensus	breast | heart | liver	rat
AKT1	path:rno04935	path:rno04935			consensus	breast | heart | liver	rat
AKT1	path:rno04936	path:rno04936			consensus	breast | heart | liver	rat
AKT1	path:rno04973	path:rno04973			consensus	breast | heart | liver	rat
AKT1	path:rno05010	path:rno05010			consensus	breast | heart | liver	rat
AKT1	path:rno05017	path:rno05017			consensus	breast | heart | liver	rat
AKT1	path:rno05132	path:rno05132			consensus	breast | heart | liver	rat
AKT1	path:rno05135	path:rno05135			consensus	breast | heart | liver	rat
AKT1	path:rno05142	path:rno05142			consensus	breast | heart | liver	rat
AKT1	path:rno05145	path:rno05145			consensus	breast | heart | liver	rat
AKT1	path:rno05152	path:rno05152			consensus	breast | heart | liver	rat
AKT1	path:rno05160	path:rno05160			consensus	breast | heart | liver	rat
AKT1	path:rno05161	path:rno05161			consensus	breast | heart | liver	rat
AKT1	path:rno05162	path:rno05162			consensus	breast | heart | liver	rat
AKT1	path:rno05163	path:rno05163			consensus	breast | heart | liver	rat
AKT1	path:rno05164	path:rno05164			consensus	breast | heart | liver	rat
AKT1	path:rno05165	path:rno05165			consensus	breast | heart | liver	rat
AKT1	path:rno05166	path:rno05166			consensus	breast | heart | liver	rat
AKT1	path:rno05167	path:rno05167			consensus	breast | heart | liver	rat
AKT1	path:rno05168	path:rno05168			consensus	breast | heart | liver	rat
AKT1	path:rno05169	path:rno05169			consensus	breast | heart | liver	rat
AKT1	path:rno05170	path:rno05170			consensus	breast | heart | liver	rat
AKT1	path:rno05200	path:rno05200			consensus	breast | heart | liver	rat
AKT1	path:rno05205	path:rno05205			consensus	breast | heart | liver	rat
AKT1	path:rno05207	path:rno05207			consensus	breast | heart | liver	rat
AKT1	path:rno05208	path:rno05208			consensus	breast | heart | liver	rat
AKT1	path:rno05210	path:rno05210			consensus	breast | heart | liver	rat
AKT1	path:rno05211	path:rno05211			consensus	breast | heart | liver	rat
AKT1	path:rno05212	path:rno05212			consensus	breast | heart | liver	rat
AKT1	path:rno05213	path:rno05213			consensus	breast | heart | liver	rat
AKT1	path:rno05214	path:rno05214			consensus	breast | heart | liver	rat
AKT1	path:rno05215	path:rno05215			consensus	breast | heart | liver	rat
AKT1	path:rno05218	path:rno05218			consensus	breast | heart | liver	rat
AKT1	path:rno05220	path:rno05220			consensus	breast | heart | liver	rat
AKT1	path:rno05221	path:rno05221			consensus	breast | heart | liver	rat
AKT1	path:rno05222	path:rno05222			consensus	breast | heart | liver	rat
AKT1	path:rno05223	path:rno05223			consensus	breast | heart | liver	rat
AKT1	path:rno05224	path:rno05224			consensus	breast | heart | liver	rat
AKT1	path:rno05225	path:rno05225			consensus	breast | heart | liver	rat
AKT1	path:rno05226	path:rno05226			consensus	breast | heart | liver	rat
AKT1	path:rno05230	path:rno05230			consensus	breast | heart | liver	rat
AKT1	path:rno05231	path:rno05231			consensus	breast | heart | liver	rat
AKT1	path:rno05235	path:rno05235			consensus	breast | heart | liver	rat
AKT1	path:rno05415	path:rno05415			consensus	breast | heart | liver	rat
AKT1	path:rno05417	path:rno05417			consensus	breast | heart | liver	rat
AKT1	path:rno05418	path:rno05418			consensus	breast | heart | liver	rat
AKT1			R-HSA-111447	Activation of BAD and translocation to mitochondria 	consensus	breast | heart | liver	human
AKT1			R-HSA-450385	Butyrate Response Factor 1 (BRF1) binds and destabilizes mRNA	consensus	breast | heart | liver	human
AKT1			R-HSA-5674400	"Constitutive Signaling by <span class=""highlighting"" >AKT1</span> E17K in Cancer"	consensus	breast | heart | liver	human
AKT1			R-HSA-9027276	Erythropoietin activates Phosphoinositide-3-kinase (PI3K)	consensus	breast | heart | liver	human
AKT1			R-HSA-9856530	High laminar flow shear stress activates signaling by PIEZO1 and PECAM1:CDH5:KDR in endothelial cells	consensus	breast | heart | liver	human
AKT1			R-HSA-2428924	IGF1R signaling cascade	consensus	breast | heart | liver	human
AKT1			R-HSA-2219528	PI3K/AKT Signaling in Cancer	consensus	breast | heart | liver	human
AKT1			R-HSA-6811558	PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling	consensus	breast | heart | liver	human
AKT1			R-HSA-8849469	"PTK6 Regulates RTKs and Their Effectors <span class=""highlighting"" >AKT1</span> and DOK1"	consensus	breast | heart | liver	human
AKT1			R-HSA-1445148	Translocation of SLC2A4 (GLUT4) to the plasma membrane	consensus	breast | heart | liver	human
BAK1	path:hsa01524	path:hsa01524			moderate	brain | heart | intestine | kidney | lung | neurodegenerative tissues (alzheimer’s and parkinson’s diseases) | reproductive organs | skin | stomach	human
BAK1	path:hsa04141	path:hsa04141			moderate	brain | heart | intestine | kidney | lung | neurodegenerative tissues (alzheimer’s and parkinson’s diseases) | reproductive organs | skin | stomach	human
BAK1	path:hsa04210	path:hsa04210			moderate	brain | heart | intestine | kidney | lung | neurodegenerative tissues (alzheimer’s and parkinson’s diseases) | reproductive organs | skin | stomach	human
BAK1	path:hsa04215	path:hsa04215			moderate	brain | heart | intestine | kidney | lung | neurodegenerative tissues (alzheimer’s and parkinson’s diseases) | reproductive organs | skin | stomach	human
BAK1	path:hsa05022	path:hsa05022			moderate	brain | heart | intestine | kidney | lung | neurodegenerative tissues (alzheimer’s and parkinson’s diseases) | reproductive organs | skin | stomach	human
BAK1	path:hsa05130	path:hsa05130			moderate	brain | heart | intestine | kidney | lung | neurodegenerative tissues (alzheimer’s and parkinson’s diseases) | reproductive organs | skin | stomach	human
BAK1	path:hsa05132	path:hsa05132			moderate	brain | heart | intestine | kidney | lung | neurodegenerative tissues (alzheimer’s and parkinson’s diseases) | reproductive organs | skin | stomach	human
BAK1	path:hsa05160	path:hsa05160			moderate	brain | heart | intestine | kidney | lung | neurodegenerative tissues (alzheimer’s and parkinson’s diseases) | reproductive organs | skin | stomach	human
BAK1	path:hsa05162	path:hsa05162			moderate	brain | heart | intestine | kidney | lung | neurodegenerative tissues (alzheimer’s and parkinson’s diseases) | reproductive organs | skin | stomach	human
BAK1	path:hsa05163	path:hsa05163			moderate	brain | heart | intestine | kidney | lung | neurodegenerative tissues (alzheimer’s and parkinson’s diseases) | reproductive organs | skin | stomach	human
BAK1	path:hsa05164	path:hsa05164			moderate	brain | heart | intestine | kidney | lung | neurodegenerative tissues (alzheimer’s and parkinson’s diseases) | reproductive organs | skin | stomach	human
BAK1	path:hsa05165	path:hsa05165			moderate	brain | heart | intestine | kidney | lung | neurodegenerative tissues (alzheimer’s and parkinson’s diseases) | reproductive organs | skin | stomach	human
BAK1	path:hsa05167	path:hsa05167			moderate	brain | heart | intestine | kidney | lung | neurodegenerative tissues (alzheimer’s and parkinson’s diseases) | reproductive organs | skin | stomach	human
BAK1	path:hsa05168	path:hsa05168			moderate	brain | heart | intestine | kidney | lung | neurodegenerative tissues (alzheimer’s and parkinson’s diseases) | reproductive organs | skin | stomach	human
BAK1	path:hsa05169	path:hsa05169			moderate	brain | heart | intestine | kidney | lung | neurodegenerative tissues (alzheimer’s and parkinson’s diseases) | reproductive organs | skin | stomach	human
BAK1	path:hsa05170	path:hsa05170			moderate	brain | heart | intestine | kidney | lung | neurodegenerative tissues (alzheimer’s and parkinson’s diseases) | reproductive organs | skin | stomach	human
BAK1	path:hsa05200	path:hsa05200			moderate	brain | heart | intestine | kidney | lung | neurodegenerative tissues (alzheimer’s and parkinson’s diseases) | reproductive organs | skin | stomach	human
BAK1	path:hsa05202	path:hsa05202			moderate	brain | heart | intestine | kidney | lung | neurodegenerative tissues (alzheimer’s and parkinson’s diseases) | reproductive organs | skin | stomach	human
BAK1	path:hsa05203	path:hsa05203			moderate	brain | heart | intestine | kidney | lung | neurodegenerative tissues (alzheimer’s and parkinson’s diseases) | reproductive organs | skin | stomach	human
BAK1	path:hsa05206	path:hsa05206			moderate	brain | heart | intestine | kidney | lung | neurodegenerative tissues (alzheimer’s and parkinson’s diseases) | reproductive organs | skin | stomach	human
BAK1	path:hsa05210	path:hsa05210			moderate	brain | heart | intestine | kidney | lung | neurodegenerative tissues (alzheimer’s and parkinson’s diseases) | reproductive organs | skin | stomach	human
BAK1	path:hsa05212	path:hsa05212			moderate	brain | heart | intestine | kidney | lung | neurodegenerative tissues (alzheimer’s and parkinson’s diseases) | reproductive organs | skin | stomach	human
BAK1	path:hsa05213	path:hsa05213			moderate	brain | heart | intestine | kidney | lung | neurodegenerative tissues (alzheimer’s and parkinson’s diseases) | reproductive organs | skin | stomach	human
BAK1	path:hsa05214	path:hsa05214			moderate	brain | heart | intestine | kidney | lung | neurodegenerative tissues (alzheimer’s and parkinson’s diseases) | reproductive organs | skin | stomach	human
BAK1	path:hsa05216	path:hsa05216			moderate	brain | heart | intestine | kidney | lung | neurodegenerative tissues (alzheimer’s and parkinson’s diseases) | reproductive organs | skin | stomach	human
BAK1	path:hsa05217	path:hsa05217			moderate	brain | heart | intestine | kidney | lung | neurodegenerative tissues (alzheimer’s and parkinson’s diseases) | reproductive organs | skin | stomach	human
BAK1	path:hsa05218	path:hsa05218			moderate	brain | heart | intestine | kidney | lung | neurodegenerative tissues (alzheimer’s and parkinson’s diseases) | reproductive organs | skin | stomach	human
BAK1	path:hsa05220	path:hsa05220			moderate	brain | heart | intestine | kidney | lung | neurodegenerative tissues (alzheimer’s and parkinson’s diseases) | reproductive organs | skin | stomach	human
BAK1	path:hsa05222	path:hsa05222			moderate	brain | heart | intestine | kidney | lung | neurodegenerative tissues (alzheimer’s and parkinson’s diseases) | reproductive organs | skin | stomach	human
BAK1	path:hsa05223	path:hsa05223			moderate	brain | heart | intestine | kidney | lung | neurodegenerative tissues (alzheimer’s and parkinson’s diseases) | reproductive organs | skin | stomach	human
BAK1	path:hsa05224	path:hsa05224			moderate	brain | heart | intestine | kidney | lung | neurodegenerative tissues (alzheimer’s and parkinson’s diseases) | reproductive organs | skin | stomach	human
BAK1	path:hsa05225	path:hsa05225			moderate	brain | heart | intestine | kidney | lung | neurodegenerative tissues (alzheimer’s and parkinson’s diseases) | reproductive organs | skin | stomach	human
BAK1	path:hsa05226	path:hsa05226			moderate	brain | heart | intestine | kidney | lung | neurodegenerative tissues (alzheimer’s and parkinson’s diseases) | reproductive organs | skin | stomach	human
BAK1	path:rno01524	path:rno01524			moderate	brain | heart | intestine | kidney | lung | neurodegenerative tissues (alzheimer’s and parkinson’s diseases) | reproductive organs | skin | stomach	rat
BAK1	path:rno04141	path:rno04141			moderate	brain | heart | intestine | kidney | lung | neurodegenerative tissues (alzheimer’s and parkinson’s diseases) | reproductive organs | skin | stomach	rat
BAK1	path:rno04210	path:rno04210			moderate	brain | heart | intestine | kidney | lung | neurodegenerative tissues (alzheimer’s and parkinson’s diseases) | reproductive organs | skin | stomach	rat
BAK1	path:rno04215	path:rno04215			moderate	brain | heart | intestine | kidney | lung | neurodegenerative tissues (alzheimer’s and parkinson’s diseases) | reproductive organs | skin | stomach	rat
BAK1	path:rno05022	path:rno05022			moderate	brain | heart | intestine | kidney | lung | neurodegenerative tissues (alzheimer’s and parkinson’s diseases) | reproductive organs | skin | stomach	rat
BAK1	path:rno05132	path:rno05132			moderate	brain | heart | intestine | kidney | lung | neurodegenerative tissues (alzheimer’s and parkinson’s diseases) | reproductive organs | skin | stomach	rat
BAK1	path:rno05160	path:rno05160			moderate	brain | heart | intestine | kidney | lung | neurodegenerative tissues (alzheimer’s and parkinson’s diseases) | reproductive organs | skin | stomach	rat
BAK1	path:rno05162	path:rno05162			moderate	brain | heart | intestine | kidney | lung | neurodegenerative tissues (alzheimer’s and parkinson’s diseases) | reproductive organs | skin | stomach	rat
BAK1	path:rno05163	path:rno05163			moderate	brain | heart | intestine | kidney | lung | neurodegenerative tissues (alzheimer’s and parkinson’s diseases) | reproductive organs | skin | stomach	rat
BAK1	path:rno05164	path:rno05164			moderate	brain | heart | intestine | kidney | lung | neurodegenerative tissues (alzheimer’s and parkinson’s diseases) | reproductive organs | skin | stomach	rat
BAK1	path:rno05165	path:rno05165			moderate	brain | heart | intestine | kidney | lung | neurodegenerative tissues (alzheimer’s and parkinson’s diseases) | reproductive organs | skin | stomach	rat
BAK1	path:rno05167	path:rno05167			moderate	brain | heart | intestine | kidney | lung | neurodegenerative tissues (alzheimer’s and parkinson’s diseases) | reproductive organs | skin | stomach	rat
BAK1	path:rno05168	path:rno05168			moderate	brain | heart | intestine | kidney | lung | neurodegenerative tissues (alzheimer’s and parkinson’s diseases) | reproductive organs | skin | stomach	rat
BAK1	path:rno05169	path:rno05169			moderate	brain | heart | intestine | kidney | lung | neurodegenerative tissues (alzheimer’s and parkinson’s diseases) | reproductive organs | skin | stomach	rat
BAK1	path:rno05170	path:rno05170			moderate	brain | heart | intestine | kidney | lung | neurodegenerative tissues (alzheimer’s and parkinson’s diseases) | reproductive organs | skin | stomach	rat
BAK1	path:rno05200	path:rno05200			moderate	brain | heart | intestine | kidney | lung | neurodegenerative tissues (alzheimer’s and parkinson’s diseases) | reproductive organs | skin | stomach	rat
BAK1	path:rno05202	path:rno05202			moderate	brain | heart | intestine | kidney | lung | neurodegenerative tissues (alzheimer’s and parkinson’s diseases) | reproductive organs | skin | stomach	rat
BAK1	path:rno05203	path:rno05203			moderate	brain | heart | intestine | kidney | lung | neurodegenerative tissues (alzheimer’s and parkinson’s diseases) | reproductive organs | skin | stomach	rat
BAK1	path:rno05206	path:rno05206			moderate	brain | heart | intestine | kidney | lung | neurodegenerative tissues (alzheimer’s and parkinson’s diseases) | reproductive organs | skin | stomach	rat
