gene_symbol	kegg_pathway_id	kegg_pathway_name	reactome_pathway_id	reactome_pathway_name	tox_evidence	tox_organs	species
BCL2	path:hsa04725	path:hsa04725			consensus	brain | heart | intestine | kidney | liver | lung | neurodegenerative tissues (alzheimer’s and parkinson’s diseases) | reproductive organs | skin | stomach	human
BCL2	path:hsa04915	path:hsa04915			consensus	brain | heart | intestine | kidney | liver | lung | neurodegenerative tissues (alzheimer’s and parkinson’s diseases) | reproductive organs | skin | stomach	human
BCL2	path:hsa04928	path:hsa04928			consensus	brain | heart | intestine | kidney | liver | lung | neurodegenerative tissues (alzheimer’s and parkinson’s diseases) | reproductive organs | skin | stomach	human
BCL2	path:hsa04933	path:hsa04933			consensus	brain | heart | intestine | kidney | liver | lung | neurodegenerative tissues (alzheimer’s and parkinson’s diseases) | reproductive organs | skin | stomach	human
BCL2	path:hsa05014	path:hsa05014			consensus	brain | heart | intestine | kidney | liver | lung | neurodegenerative tissues (alzheimer’s and parkinson’s diseases) | reproductive organs | skin | stomach	human
BCL2	path:hsa05022	path:hsa05022			consensus	brain | heart | intestine | kidney | liver | lung | neurodegenerative tissues (alzheimer’s and parkinson’s diseases) | reproductive organs | skin | stomach	human
BCL2	path:hsa05131	path:hsa05131			consensus	brain | heart | intestine | kidney | liver | lung | neurodegenerative tissues (alzheimer’s and parkinson’s diseases) | reproductive organs | skin | stomach	human
BCL2	path:hsa05132	path:hsa05132			consensus	brain | heart | intestine | kidney | liver | lung | neurodegenerative tissues (alzheimer’s and parkinson’s diseases) | reproductive organs | skin | stomach	human
BCL2	path:hsa05145	path:hsa05145			consensus	brain | heart | intestine | kidney | liver | lung | neurodegenerative tissues (alzheimer’s and parkinson’s diseases) | reproductive organs | skin | stomach	human
BCL2	path:hsa05152	path:hsa05152			consensus	brain | heart | intestine | kidney | liver | lung | neurodegenerative tissues (alzheimer’s and parkinson’s diseases) | reproductive organs | skin | stomach	human
BCL2	path:hsa05161	path:hsa05161			consensus	brain | heart | intestine | kidney | liver | lung | neurodegenerative tissues (alzheimer’s and parkinson’s diseases) | reproductive organs | skin | stomach	human
BCL2	path:hsa05162	path:hsa05162			consensus	brain | heart | intestine | kidney | liver | lung | neurodegenerative tissues (alzheimer’s and parkinson’s diseases) | reproductive organs | skin | stomach	human
BCL2	path:hsa05168	path:hsa05168			consensus	brain | heart | intestine | kidney | liver | lung | neurodegenerative tissues (alzheimer’s and parkinson’s diseases) | reproductive organs | skin | stomach	human
BCL2	path:hsa05169	path:hsa05169			consensus	brain | heart | intestine | kidney | liver | lung | neurodegenerative tissues (alzheimer’s and parkinson’s diseases) | reproductive organs | skin | stomach	human
BCL2	path:hsa05170	path:hsa05170			consensus	brain | heart | intestine | kidney | liver | lung | neurodegenerative tissues (alzheimer’s and parkinson’s diseases) | reproductive organs | skin | stomach	human
BCL2	path:hsa05200	path:hsa05200			consensus	brain | heart | intestine | kidney | liver | lung | neurodegenerative tissues (alzheimer’s and parkinson’s diseases) | reproductive organs | skin | stomach	human
BCL2	path:hsa05206	path:hsa05206			consensus	brain | heart | intestine | kidney | liver | lung | neurodegenerative tissues (alzheimer’s and parkinson’s diseases) | reproductive organs | skin | stomach	human
BCL2	path:hsa05207	path:hsa05207			consensus	brain | heart | intestine | kidney | liver | lung | neurodegenerative tissues (alzheimer’s and parkinson’s diseases) | reproductive organs | skin | stomach	human
BCL2	path:hsa05210	path:hsa05210			consensus	brain | heart | intestine | kidney | liver | lung | neurodegenerative tissues (alzheimer’s and parkinson’s diseases) | reproductive organs | skin | stomach	human
BCL2	path:hsa05215	path:hsa05215			consensus	brain | heart | intestine | kidney | liver | lung | neurodegenerative tissues (alzheimer’s and parkinson’s diseases) | reproductive organs | skin | stomach	human
BCL2	path:hsa05222	path:hsa05222			consensus	brain | heart | intestine | kidney | liver | lung | neurodegenerative tissues (alzheimer’s and parkinson’s diseases) | reproductive organs | skin | stomach	human
BCL2	path:hsa05226	path:hsa05226			consensus	brain | heart | intestine | kidney | liver | lung | neurodegenerative tissues (alzheimer’s and parkinson’s diseases) | reproductive organs | skin | stomach	human
BCL2	path:hsa05417	path:hsa05417			consensus	brain | heart | intestine | kidney | liver | lung | neurodegenerative tissues (alzheimer’s and parkinson’s diseases) | reproductive organs | skin | stomach	human
BCL2	path:hsa05418	path:hsa05418			consensus	brain | heart | intestine | kidney | liver | lung | neurodegenerative tissues (alzheimer’s and parkinson’s diseases) | reproductive organs | skin | stomach	human
BCL2	path:rno01521	path:rno01521			consensus	brain | heart | intestine | kidney | liver | lung | neurodegenerative tissues (alzheimer’s and parkinson’s diseases) | reproductive organs | skin | stomach	rat
BCL2	path:rno01522	path:rno01522			consensus	brain | heart | intestine | kidney | liver | lung | neurodegenerative tissues (alzheimer’s and parkinson’s diseases) | reproductive organs | skin | stomach	rat
BCL2	path:rno01524	path:rno01524			consensus	brain | heart | intestine | kidney | liver | lung | neurodegenerative tissues (alzheimer’s and parkinson’s diseases) | reproductive organs | skin | stomach	rat
BCL2	path:rno04064	path:rno04064			consensus	brain | heart | intestine | kidney | liver | lung | neurodegenerative tissues (alzheimer’s and parkinson’s diseases) | reproductive organs | skin | stomach	rat
BCL2	path:rno04066	path:rno04066			consensus	brain | heart | intestine | kidney | liver | lung | neurodegenerative tissues (alzheimer’s and parkinson’s diseases) | reproductive organs | skin | stomach	rat
BCL2	path:rno04071	path:rno04071			consensus	brain | heart | intestine | kidney | liver | lung | neurodegenerative tissues (alzheimer’s and parkinson’s diseases) | reproductive organs | skin | stomach	rat
BCL2	path:rno04115	path:rno04115			consensus	brain | heart | intestine | kidney | liver | lung | neurodegenerative tissues (alzheimer’s and parkinson’s diseases) | reproductive organs | skin | stomach	rat
BCL2	path:rno04140	path:rno04140			consensus	brain | heart | intestine | kidney | liver | lung | neurodegenerative tissues (alzheimer’s and parkinson’s diseases) | reproductive organs | skin | stomach	rat
BCL2	path:rno04141	path:rno04141			consensus	brain | heart | intestine | kidney | liver | lung | neurodegenerative tissues (alzheimer’s and parkinson’s diseases) | reproductive organs | skin | stomach	rat
BCL2	path:rno04151	path:rno04151			consensus	brain | heart | intestine | kidney | liver | lung | neurodegenerative tissues (alzheimer’s and parkinson’s diseases) | reproductive organs | skin | stomach	rat
BCL2	path:rno04210	path:rno04210			consensus	brain | heart | intestine | kidney | liver | lung | neurodegenerative tissues (alzheimer’s and parkinson’s diseases) | reproductive organs | skin | stomach	rat
BCL2	path:rno04215	path:rno04215			consensus	brain | heart | intestine | kidney | liver | lung | neurodegenerative tissues (alzheimer’s and parkinson’s diseases) | reproductive organs | skin | stomach	rat
BCL2	path:rno04217	path:rno04217			consensus	brain | heart | intestine | kidney | liver | lung | neurodegenerative tissues (alzheimer’s and parkinson’s diseases) | reproductive organs | skin | stomach	rat
BCL2	path:rno04261	path:rno04261			consensus	brain | heart | intestine | kidney | liver | lung | neurodegenerative tissues (alzheimer’s and parkinson’s diseases) | reproductive organs | skin | stomach	rat
BCL2	path:rno04340	path:rno04340			consensus	brain | heart | intestine | kidney | liver | lung | neurodegenerative tissues (alzheimer’s and parkinson’s diseases) | reproductive organs | skin | stomach	rat
BCL2	path:rno04510	path:rno04510			consensus	brain | heart | intestine | kidney | liver | lung | neurodegenerative tissues (alzheimer’s and parkinson’s diseases) | reproductive organs | skin | stomach	rat
BCL2	path:rno04621	path:rno04621			consensus	brain | heart | intestine | kidney | liver | lung | neurodegenerative tissues (alzheimer’s and parkinson’s diseases) | reproductive organs | skin | stomach	rat
BCL2	path:rno04630	path:rno04630			consensus	brain | heart | intestine | kidney | liver | lung | neurodegenerative tissues (alzheimer’s and parkinson’s diseases) | reproductive organs | skin | stomach	rat
BCL2	path:rno04722	path:rno04722			consensus	brain | heart | intestine | kidney | liver | lung | neurodegenerative tissues (alzheimer’s and parkinson’s diseases) | reproductive organs | skin | stomach	rat
BCL2	path:rno04725	path:rno04725			consensus	brain | heart | intestine | kidney | liver | lung | neurodegenerative tissues (alzheimer’s and parkinson’s diseases) | reproductive organs | skin | stomach	rat
BCL2	path:rno04915	path:rno04915			consensus	brain | heart | intestine | kidney | liver | lung | neurodegenerative tissues (alzheimer’s and parkinson’s diseases) | reproductive organs | skin | stomach	rat
BCL2	path:rno04928	path:rno04928			consensus	brain | heart | intestine | kidney | liver | lung | neurodegenerative tissues (alzheimer’s and parkinson’s diseases) | reproductive organs | skin | stomach	rat
BCL2	path:rno04933	path:rno04933			consensus	brain | heart | intestine | kidney | liver | lung | neurodegenerative tissues (alzheimer’s and parkinson’s diseases) | reproductive organs | skin | stomach	rat
BCL2	path:rno05014	path:rno05014			consensus	brain | heart | intestine | kidney | liver | lung | neurodegenerative tissues (alzheimer’s and parkinson’s diseases) | reproductive organs | skin | stomach	rat
BCL2	path:rno05022	path:rno05022			consensus	brain | heart | intestine | kidney | liver | lung | neurodegenerative tissues (alzheimer’s and parkinson’s diseases) | reproductive organs | skin | stomach	rat
BCL2	path:rno05132	path:rno05132			consensus	brain | heart | intestine | kidney | liver | lung | neurodegenerative tissues (alzheimer’s and parkinson’s diseases) | reproductive organs | skin | stomach	rat
BCL2	path:rno05145	path:rno05145			consensus	brain | heart | intestine | kidney | liver | lung | neurodegenerative tissues (alzheimer’s and parkinson’s diseases) | reproductive organs | skin | stomach	rat
BCL2	path:rno05152	path:rno05152			consensus	brain | heart | intestine | kidney | liver | lung | neurodegenerative tissues (alzheimer’s and parkinson’s diseases) | reproductive organs | skin | stomach	rat
BCL2	path:rno05161	path:rno05161			consensus	brain | heart | intestine | kidney | liver | lung | neurodegenerative tissues (alzheimer’s and parkinson’s diseases) | reproductive organs | skin | stomach	rat
BCL2	path:rno05162	path:rno05162			consensus	brain | heart | intestine | kidney | liver | lung | neurodegenerative tissues (alzheimer’s and parkinson’s diseases) | reproductive organs | skin | stomach	rat
BCL2	path:rno05168	path:rno05168			consensus	brain | heart | intestine | kidney | liver | lung | neurodegenerative tissues (alzheimer’s and parkinson’s diseases) | reproductive organs | skin | stomach	rat
BCL2	path:rno05169	path:rno05169			consensus	brain | heart | intestine | kidney | liver | lung | neurodegenerative tissues (alzheimer’s and parkinson’s diseases) | reproductive organs | skin | stomach	rat
BCL2	path:rno05170	path:rno05170			consensus	brain | heart | intestine | kidney | liver | lung | neurodegenerative tissues (alzheimer’s and parkinson’s diseases) | reproductive organs | skin | stomach	rat
BCL2	path:rno05200	path:rno05200			consensus	brain | heart | intestine | kidney | liver | lung | neurodegenerative tissues (alzheimer’s and parkinson’s diseases) | reproductive organs | skin | stomach	rat
BCL2	path:rno05206	path:rno05206			consensus	brain | heart | intestine | kidney | liver | lung | neurodegenerative tissues (alzheimer’s and parkinson’s diseases) | reproductive organs | skin | stomach	rat
BCL2	path:rno05207	path:rno05207			consensus	brain | heart | intestine | kidney | liver | lung | neurodegenerative tissues (alzheimer’s and parkinson’s diseases) | reproductive organs | skin | stomach	rat
BCL2	path:rno05210	path:rno05210			consensus	brain | heart | intestine | kidney | liver | lung | neurodegenerative tissues (alzheimer’s and parkinson’s diseases) | reproductive organs | skin | stomach	rat
BCL2	path:rno05215	path:rno05215			consensus	brain | heart | intestine | kidney | liver | lung | neurodegenerative tissues (alzheimer’s and parkinson’s diseases) | reproductive organs | skin | stomach	rat
BCL2	path:rno05222	path:rno05222			consensus	brain | heart | intestine | kidney | liver | lung | neurodegenerative tissues (alzheimer’s and parkinson’s diseases) | reproductive organs | skin | stomach	rat
BCL2	path:rno05226	path:rno05226			consensus	brain | heart | intestine | kidney | liver | lung | neurodegenerative tissues (alzheimer’s and parkinson’s diseases) | reproductive organs | skin | stomach	rat
BCL2	path:rno05417	path:rno05417			consensus	brain | heart | intestine | kidney | liver | lung | neurodegenerative tissues (alzheimer’s and parkinson’s diseases) | reproductive organs | skin | stomach	rat
BCL2	path:rno05418	path:rno05418			consensus	brain | heart | intestine | kidney | liver | lung | neurodegenerative tissues (alzheimer’s and parkinson’s diseases) | reproductive organs | skin | stomach	rat
BCL2			R-HSA-450408	AUF1 (hnRNP D0) binds and destabilizes mRNA	consensus	brain | heart | intestine | kidney | liver | lung | neurodegenerative tissues (alzheimer’s and parkinson’s diseases) | reproductive organs | skin | stomach	human
BCL2			R-HSA-114452	Activation of BH3-only proteins	consensus	brain | heart | intestine | kidney | liver | lung | neurodegenerative tissues (alzheimer’s and parkinson’s diseases) | reproductive organs | skin | stomach	human
BCL2			R-HSA-109581	Apoptosis	consensus	brain | heart | intestine | kidney | liver | lung | neurodegenerative tissues (alzheimer’s and parkinson’s diseases) | reproductive organs | skin | stomach	human
BCL2			R-HSA-111453	BH3-only proteins associate with and inactivate anti-apoptotic BCL-2 members	consensus	brain | heart | intestine | kidney | liver | lung | neurodegenerative tissues (alzheimer’s and parkinson’s diseases) | reproductive organs | skin | stomach	human
BCL2			R-HSA-450282	MAPK targets/ Nuclear events mediated by MAP kinases	consensus	brain | heart | intestine | kidney | liver | lung | neurodegenerative tissues (alzheimer’s and parkinson’s diseases) | reproductive organs | skin | stomach	human
BCL2			R-HSA-1632852	Macroautophagy	consensus	brain | heart | intestine | kidney | liver | lung | neurodegenerative tissues (alzheimer’s and parkinson’s diseases) | reproductive organs | skin | stomach	human
BCL2			R-HSA-8952158	RUNX3 regulates BCL2L11 (BIM) transcription	consensus	brain | heart | intestine | kidney | liver | lung | neurodegenerative tissues (alzheimer’s and parkinson’s diseases) | reproductive organs | skin | stomach	human
BCL2			R-HSA-9824594	Regulation of MITF-M-dependent genes involved in apoptosis	consensus	brain | heart | intestine | kidney | liver | lung | neurodegenerative tissues (alzheimer’s and parkinson’s diseases) | reproductive organs | skin | stomach	human
BCL2			R-HSA-5633008	TP53 Regulates Transcription of Cell Death Genes	consensus	brain | heart | intestine | kidney | liver | lung | neurodegenerative tissues (alzheimer’s and parkinson’s diseases) | reproductive organs | skin | stomach	human
BCL2			R-HSA-6803205	TP53 regulates transcription of several additional cell death genes whose specific roles in p53-dependent apoptosis remain uncertain	consensus	brain | heart | intestine | kidney | liver | lung | neurodegenerative tissues (alzheimer’s and parkinson’s diseases) | reproductive organs | skin | stomach	human
BSEP			R-ICO-014130	ABCB11	moderate	liver	human
BSEP			R-HSA-5678500	ABCB11 E297G	moderate	liver	human
BSEP			R-HSA-5678521	ABCB11 R1057*	moderate	liver	human
BSEP			R-HSA-5678509	ABCB11 R432T	moderate	liver	human
BSEP			R-HSA-5678506	ABCB11 R575*	moderate	liver	human
BSEP			R-HSA-4755419	SUMOylation of NR1H4 with SUMO1	moderate	liver	human
BTG2	path:hsa03018	path:hsa03018			consensus	intestine | kidney | liver | lung	human
BTG2	path:rno03018	path:rno03018			consensus	intestine | kidney | liver | lung	rat
BTG2			R-HSA-6791312	TP53 Regulates Transcription of Cell Cycle Genes	consensus	intestine | kidney | liver | lung	human
BTG2			R-HSA-6804115	TP53 regulates transcription of additional cell cycle genes whose exact role in the p53 pathway remain uncertain	consensus	intestine | kidney | liver | lung	human
CA3	path:hsa00910	path:hsa00910			moderate	liver	human
CA3	path:hsa01100	path:hsa01100			moderate	liver	human
CA3			R-HSA-9768919	NPAS4 regulates expression of target genes	moderate	liver	human
CA3			R-HSA-9768759	Regulation of NPAS4 gene expression	moderate	liver	human
CA3			R-HSA-9634815	Transcriptional Regulation by NPAS4	moderate	liver	human
CAR			R-HSA-5576891	Cardiac conduction	consensus	liver	human
CAR			R-HSA-9733709	Cardiogenesis	consensus	liver	human
CAR			R-HSA-5694530	Cargo concentration in the ER	consensus	liver	human
CAR			R-HSA-200425	Carnitine shuttle	consensus	liver	human
CAR			R-HSA-71262	Carnitine synthesis	consensus	liver	human
CAR			R-HSA-159424	Conjugation of carboxylic acids	consensus	liver	human
CAR			R-HSA-9673240	Defective gamma-carboxylation of F9	consensus	liver	human
CAR			R-HSA-189085	Digestion of dietary carbohydrate	consensus	liver	human
CAR			R-HSA-5663084	Diseases of carbohydrate metabolism	consensus	liver	human
CAR			R-HSA-71387	Metabolism of carbohydrates and carbohydrate derivatives	consensus	liver	human
CASP3	path:hsa01524	path:hsa01524			consensus	brain | heart | kidney | lung	human
CASP3	path:hsa04010	path:hsa04010			consensus	brain | heart | kidney | lung	human
CASP3	path:hsa04115	path:hsa04115			consensus	brain | heart | kidney | lung	human
CASP3	path:hsa04148	path:hsa04148			consensus	brain | heart | kidney | lung	human
CASP3	path:hsa04210	path:hsa04210			consensus	brain | heart | kidney | lung	human
CASP3	path:hsa04215	path:hsa04215			consensus	brain | heart | kidney | lung	human
CASP3	path:hsa04623	path:hsa04623			consensus	brain | heart | kidney | lung	human
CASP3	path:hsa04650	path:hsa04650			consensus	brain | heart | kidney | lung	human
CASP3	path:hsa04657	path:hsa04657			consensus	brain | heart | kidney | lung	human
CASP3	path:hsa04668	path:hsa04668			consensus	brain | heart | kidney | lung	human
CASP3	path:hsa04726	path:hsa04726			consensus	brain | heart | kidney | lung	human
CASP3	path:hsa04932	path:hsa04932			consensus	brain | heart | kidney | lung	human
CASP3	path:hsa04933	path:hsa04933			consensus	brain | heart | kidney | lung	human
CASP3	path:hsa04936	path:hsa04936			consensus	brain | heart | kidney | lung	human
CASP3	path:hsa05010	path:hsa05010			consensus	brain | heart | kidney | lung	human
CASP3	path:hsa05012	path:hsa05012			consensus	brain | heart | kidney | lung	human
CASP3	path:hsa05014	path:hsa05014			consensus	brain | heart | kidney | lung	human
CASP3	path:hsa05016	path:hsa05016			consensus	brain | heart | kidney | lung	human
CASP3	path:hsa05020	path:hsa05020			consensus	brain | heart | kidney | lung	human
CASP3	path:hsa05022	path:hsa05022			consensus	brain | heart | kidney | lung	human
CASP3	path:hsa05120	path:hsa05120			consensus	brain | heart | kidney | lung	human
CASP3	path:hsa05130	path:hsa05130			consensus	brain | heart | kidney | lung	human
CASP3	path:hsa05132	path:hsa05132			consensus	brain | heart | kidney | lung	human
CASP3	path:hsa05133	path:hsa05133			consensus	brain | heart | kidney | lung	human
CASP3	path:hsa05134	path:hsa05134			consensus	brain | heart | kidney | lung	human
CASP3	path:hsa05145	path:hsa05145			consensus	brain | heart | kidney | lung	human
CASP3	path:hsa05146	path:hsa05146			consensus	brain | heart | kidney | lung	human
CASP3	path:hsa05152	path:hsa05152			consensus	brain | heart | kidney | lung	human
CASP3	path:hsa05160	path:hsa05160			consensus	brain | heart | kidney | lung	human
CASP3	path:hsa05161	path:hsa05161			consensus	brain | heart | kidney | lung	human
CASP3	path:hsa05162	path:hsa05162			consensus	brain | heart | kidney | lung	human
CASP3	path:hsa05163	path:hsa05163			consensus	brain | heart | kidney | lung	human
CASP3	path:hsa05164	path:hsa05164			consensus	brain | heart | kidney | lung	human
CASP3	path:hsa05165	path:hsa05165			consensus	brain | heart | kidney | lung	human
CASP3	path:hsa05167	path:hsa05167			consensus	brain | heart | kidney | lung	human
CASP3	path:hsa05168	path:hsa05168			consensus	brain | heart | kidney | lung	human
CASP3	path:hsa05169	path:hsa05169			consensus	brain | heart | kidney | lung	human
CASP3	path:hsa05170	path:hsa05170			consensus	brain | heart | kidney | lung	human
CASP3	path:hsa05200	path:hsa05200			consensus	brain | heart | kidney | lung	human
CASP3	path:hsa05203	path:hsa05203			consensus	brain | heart | kidney | lung	human
CASP3	path:hsa05205	path:hsa05205			consensus	brain | heart | kidney | lung	human
CASP3	path:hsa05206	path:hsa05206			consensus	brain | heart | kidney | lung	human
CASP3	path:hsa05210	path:hsa05210			consensus	brain | heart | kidney | lung	human
CASP3	path:hsa05222	path:hsa05222			consensus	brain | heart | kidney | lung	human
CASP3	path:hsa05416	path:hsa05416			consensus	brain | heart | kidney | lung	human
CASP3	path:hsa05417	path:hsa05417			consensus	brain | heart | kidney | lung	human
CASP3	path:rno01524	path:rno01524			consensus	brain | heart | kidney | lung	rat
CASP3	path:rno04010	path:rno04010			consensus	brain | heart | kidney | lung	rat
CASP3	path:rno04115	path:rno04115			consensus	brain | heart | kidney | lung	rat
CASP3	path:rno04148	path:rno04148			consensus	brain | heart | kidney | lung	rat
CASP3	path:rno04210	path:rno04210			consensus	brain | heart | kidney | lung	rat
CASP3	path:rno04215	path:rno04215			consensus	brain | heart | kidney | lung	rat
CASP3	path:rno04623	path:rno04623			consensus	brain | heart | kidney | lung	rat
CASP3	path:rno04650	path:rno04650			consensus	brain | heart | kidney | lung	rat
CASP3	path:rno04657	path:rno04657			consensus	brain | heart | kidney | lung	rat
CASP3	path:rno04668	path:rno04668			consensus	brain | heart | kidney | lung	rat
CASP3	path:rno04726	path:rno04726			consensus	brain | heart | kidney | lung	rat
CASP3	path:rno04932	path:rno04932			consensus	brain | heart | kidney | lung	rat
CASP3	path:rno04933	path:rno04933			consensus	brain | heart | kidney | lung	rat
CASP3	path:rno04936	path:rno04936			consensus	brain | heart | kidney | lung	rat
CASP3	path:rno05010	path:rno05010			consensus	brain | heart | kidney | lung	rat
CASP3	path:rno05012	path:rno05012			consensus	brain | heart | kidney | lung	rat
CASP3	path:rno05014	path:rno05014			consensus	brain | heart | kidney | lung	rat
CASP3	path:rno05016	path:rno05016			consensus	brain | heart | kidney | lung	rat
CASP3	path:rno05020	path:rno05020			consensus	brain | heart | kidney | lung	rat
CASP3	path:rno05022	path:rno05022			consensus	brain | heart | kidney | lung	rat
CASP3	path:rno05132	path:rno05132			consensus	brain | heart | kidney | lung	rat
CASP3	path:rno05133	path:rno05133			consensus	brain | heart | kidney | lung	rat
CASP3	path:rno05134	path:rno05134			consensus	brain | heart | kidney | lung	rat
CASP3	path:rno05145	path:rno05145			consensus	brain | heart | kidney | lung	rat
CASP3	path:rno05146	path:rno05146			consensus	brain | heart | kidney | lung	rat
CASP3	path:rno05152	path:rno05152			consensus	brain | heart | kidney | lung	rat
CASP3	path:rno05160	path:rno05160			consensus	brain | heart | kidney | lung	rat
CASP3	path:rno05161	path:rno05161			consensus	brain | heart | kidney | lung	rat
CASP3	path:rno05162	path:rno05162			consensus	brain | heart | kidney | lung	rat
CASP3	path:rno05163	path:rno05163			consensus	brain | heart | kidney | lung	rat
CASP3	path:rno05164	path:rno05164			consensus	brain | heart | kidney | lung	rat
CASP3	path:rno05165	path:rno05165			consensus	brain | heart | kidney | lung	rat
CASP3	path:rno05167	path:rno05167			consensus	brain | heart | kidney | lung	rat
CASP3	path:rno05168	path:rno05168			consensus	brain | heart | kidney | lung	rat
CASP3	path:rno05169	path:rno05169			consensus	brain | heart | kidney | lung	rat
CASP3	path:rno05170	path:rno05170			consensus	brain | heart | kidney | lung	rat
CASP3	path:rno05200	path:rno05200			consensus	brain | heart | kidney | lung	rat
CASP3	path:rno05203	path:rno05203			consensus	brain | heart | kidney | lung	rat
CASP3	path:rno05205	path:rno05205			consensus	brain | heart | kidney | lung	rat
CASP3	path:rno05206	path:rno05206			consensus	brain | heart | kidney | lung	rat
CASP3	path:rno05210	path:rno05210			consensus	brain | heart | kidney | lung	rat
CASP3	path:rno05222	path:rno05222			consensus	brain | heart | kidney | lung	rat
CASP3	path:rno05416	path:rno05416			consensus	brain | heart | kidney | lung	rat
CASP3	path:rno05417	path:rno05417			consensus	brain | heart | kidney | lung	rat
CASP3			R-HSA-5620971	Pyroptosis	consensus	brain | heart | kidney | lung	human
CASP3			R-HSA-111464	SMAC(DIABLO)-mediated dissociation of IAP:caspase complexes 	consensus	brain | heart | kidney | lung	human
CCNG1	path:hsa04115	path:hsa04115			moderate	intestine | kidney | liver | lung	human
CCNG1	path:hsa05206	path:hsa05206			moderate	intestine | kidney | liver | lung	human
CCNG1	path:rno04115	path:rno04115			moderate	intestine | kidney | liver | lung	rat
CCNG1	path:rno05206	path:rno05206			moderate	intestine | kidney | liver | lung	rat
CCNG1			R-HSA-6804757	Regulation of TP53 Degradation	moderate	intestine | kidney | liver | lung	human
CD44	path:hsa04512	path:hsa04512			moderate	kidney	human
CD44	path:hsa04640	path:hsa04640			moderate	kidney	human
CD44	path:hsa05131	path:hsa05131			moderate	kidney	human
CD44	path:hsa05169	path:hsa05169			moderate	kidney	human
CD44	path:hsa05205	path:hsa05205			moderate	kidney	human
CD44	path:hsa05206	path:hsa05206			moderate	kidney	human
CD44	path:rno04512	path:rno04512			moderate	kidney	rat
CD44	path:rno04640	path:rno04640			moderate	kidney	rat
CD44	path:rno05169	path:rno05169			moderate	kidney	rat
CD44	path:rno05205	path:rno05205			moderate	kidney	rat
CD44	path:rno05206	path:rno05206			moderate	kidney	rat
CD44			R-HSA-1474244	Extracellular matrix organization	moderate	kidney	human
CD44			R-HSA-8875360	InlB-mediated entry of Listeria monocytogenes into host cell	moderate	kidney	human
CD44			R-HSA-6806942	MET Receptor Activation	moderate	kidney	human
CDKN1A	path:hsa01522	path:hsa01522			consensus	intestine | kidney | liver | lung	human
CDKN1A	path:hsa01524	path:hsa01524			consensus	intestine | kidney | liver | lung	human
CDKN1A	path:hsa04012	path:hsa04012			consensus	intestine | kidney | liver | lung	human
CDKN1A	path:hsa04066	path:hsa04066			consensus	intestine | kidney | liver | lung	human
CDKN1A	path:hsa04068	path:hsa04068			consensus	intestine | kidney | liver | lung	human
CDKN1A	path:hsa04110	path:hsa04110			consensus	intestine | kidney | liver | lung	human
CDKN1A	path:hsa04115	path:hsa04115			consensus	intestine | kidney | liver | lung	human
CDKN1A	path:hsa04151	path:hsa04151			consensus	intestine | kidney | liver | lung	human
CDKN1A	path:hsa04218	path:hsa04218			consensus	intestine | kidney | liver | lung	human
CDKN1A	path:hsa04630	path:hsa04630			consensus	intestine | kidney | liver | lung	human
CDKN1A	path:hsa04921	path:hsa04921			consensus	intestine | kidney | liver | lung	human
CDKN1A	path:hsa04928	path:hsa04928			consensus	intestine | kidney | liver | lung	human
CDKN1A	path:hsa04934	path:hsa04934			consensus	intestine | kidney | liver | lung	human
CDKN1A	path:hsa05160	path:hsa05160			consensus	intestine | kidney | liver | lung	human
CDKN1A	path:hsa05161	path:hsa05161			consensus	intestine | kidney | liver | lung	human
CDKN1A	path:hsa05163	path:hsa05163			consensus	intestine | kidney | liver | lung	human
CDKN1A	path:hsa05165	path:hsa05165			consensus	intestine | kidney | liver | lung	human
CDKN1A	path:hsa05166	path:hsa05166			consensus	intestine | kidney | liver | lung	human
CDKN1A	path:hsa05167	path:hsa05167			consensus	intestine | kidney | liver | lung	human
CDKN1A	path:hsa05169	path:hsa05169			consensus	intestine | kidney | liver | lung	human
CDKN1A	path:hsa05200	path:hsa05200			consensus	intestine | kidney | liver | lung	human
CDKN1A	path:hsa05202	path:hsa05202			consensus	intestine | kidney | liver | lung	human
CDKN1A	path:hsa05203	path:hsa05203			consensus	intestine | kidney | liver | lung	human
CDKN1A	path:hsa05205	path:hsa05205			consensus	intestine | kidney | liver | lung	human
CDKN1A	path:hsa05206	path:hsa05206			consensus	intestine | kidney | liver | lung	human
CDKN1A	path:hsa05210	path:hsa05210			consensus	intestine | kidney | liver | lung	human
CDKN1A	path:hsa05211	path:hsa05211			consensus	intestine | kidney | liver | lung	human
CDKN1A	path:hsa05212	path:hsa05212			consensus	intestine | kidney | liver | lung	human
CDKN1A	path:hsa05213	path:hsa05213			consensus	intestine | kidney | liver | lung	human
CDKN1A	path:hsa05214	path:hsa05214			consensus	intestine | kidney | liver | lung	human
CDKN1A	path:hsa05215	path:hsa05215			consensus	intestine | kidney | liver | lung	human
CDKN1A	path:hsa05216	path:hsa05216			consensus	intestine | kidney | liver | lung	human
CDKN1A	path:hsa05217	path:hsa05217			consensus	intestine | kidney | liver | lung	human
CDKN1A	path:hsa05218	path:hsa05218			consensus	intestine | kidney | liver | lung	human
CDKN1A	path:hsa05219	path:hsa05219			consensus	intestine | kidney | liver | lung	human
CDKN1A	path:hsa05220	path:hsa05220			consensus	intestine | kidney | liver | lung	human
CDKN1A	path:hsa05222	path:hsa05222			consensus	intestine | kidney | liver | lung	human
